ano,aluno_anon,codigo_unidade,nome_unidade,opcao_primeiro_registro,data_primeiro_registro
2025,aluno_0107931,9013,CP CRECHE COMUNITÁRIA SOL DO SABER,1,2025-04-02 10:05:46.687
2025,aluno_0107931,918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,1,2025-06-23 13:45:48.457
2025,aluno_0107932,9027,CP INSTITUTO FRUTIFICAR,2,2024-12-11 10:27:52.690
2025,aluno_0107932,918812,EDI PROFESSOR JORGE EUCLIDES PEREIRA NUNES,1,2024-12-11 10:27:52.690
2025,aluno_0107934,6006,CP CRECHE ESCOLA COMUNITÁRIA TIO PATINHAS,4,2024-12-16 13:40:34.220
2025,aluno_0107934,625608,CM MAJOR CELESTINO R. DOS SANTOS,2,2024-12-16 13:40:34.220
2025,aluno_0107934,625611,CM ZILKA SALABERRY,5,2024-12-16 13:40:34.220
2025,aluno_0107934,625612,CM YEDDA MARQUES LAMOUNIER DE ANDRADE MACIEL,3,2024-12-16 13:40:34.220
2025,aluno_0107934,625615,CM EDNA LOTTE,1,2024-12-16 13:40:34.220
2025,aluno_0107935,7038,CP CAAD UNIVERSO DAS FLORES,3,2024-12-11 09:34:32.280
2025,aluno_0107935,716611,CM VITORINO FREIRE,1,2024-12-11 09:34:32.280
2025,aluno_0107935,716816,EDI DEBRET,2,2024-12-11 09:34:32.280
2025,aluno_0107935,8025,CP ASSOCIAÇÃO RECREATIVA MONIZ BARRETO,1,2024-12-11 09:34:32.310
2025,aluno_0107936,2003,CP CENTRO COMUNITÁRIO DA RUA UM UNIÃO FAZ A FORÇA,1,2025-03-28 10:31:38.857
2025,aluno_0107938,5014,CP AEMMAC - MARECHAL HERMES,3,2024-12-11 10:15:36.720
2025,aluno_0107938,5016,CP ASSOCIAÇÃO EDUCACIONAL E CULTURAL SÃO BERNARDO - CSB,1,2024-12-11 10:15:36.720
2025,aluno_0107938,515607,CM MANÉ GARRINCHA I,2,2024-12-11 10:15:36.720
2025,aluno_0107940,8010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL III,3,2024-12-13 13:35:06.397
2025,aluno_0107940,8013,CP CENTRO EDUCACIONAL LUIZA,4,2024-12-13 13:35:06.397
2025,aluno_0107940,833601,CM CASA DE REALENGO,2,2024-12-13 13:35:06.397
2025,aluno_0107940,833806,EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,1,2024-12-13 13:35:06.397
2025,aluno_0107941,8005,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - REALENGO,2,2024-12-12 09:31:09.380
2025,aluno_0107941,8006,CP FUNDAÇÃO CASA DA JOANINHA - CRECHE,5,2024-12-12 09:31:09.380
2025,aluno_0107941,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,3,2024-12-12 09:31:09.380
2025,aluno_0107941,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,1,2024-12-12 09:31:09.380
2025,aluno_0107941,817805,EDI RAFAEL PEREIRA DA SILVA,4,2024-12-12 09:31:09.380
2025,aluno_0107942,817504,CIEP ANTONIO EVARISTO DE MORAES,2,2024-12-12 09:33:37.790
2025,aluno_0107942,817808,EDI PROFESSOR ANTONIO FLAVIO PIERUCCI,1,2024-12-12 09:33:37.790
2025,aluno_0107945,8019,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE II,1,2025-05-21 07:27:57.933
2025,aluno_0107949,918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,2,2024-12-11 10:15:47.380
2025,aluno_0107949,918619,CM RAUL CORTEZ,3,2024-12-11 10:15:47.380
2025,aluno_0107949,918825,EDI PROFESSORA TERESINHA DE JESUS SIQUEIRA BROWN,1,2025-04-02 16:04:01.157
2025,aluno_0107949,918836,EDI MEDALHISTA OLÍMPICO RAFAEL CARLOS DA SILVA,1,2024-12-11 10:15:47.380
2025,aluno_0107952,10052,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VII,2,2024-12-16 22:53:52.447
2025,aluno_0107952,10083,CP CRECHE COMUNITÁRIA CRISTÃ CORDEIRINHO DE CRISTO,3,2024-12-16 22:53:52.447
2025,aluno_0107952,10085,CP CRECHE VIDA,4,2024-12-16 22:53:52.447
2025,aluno_0107952,1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,1,2024-12-16 22:53:52.447
2025,aluno_0107953,1019828,EDI MEDALHISTA OLÍMPICO ERLON DE SOUZA SILVA,1,2025-03-19 17:31:00.477
2025,aluno_0107957,5013,CP CENTRO EDUCACIONAL SOMAR,2,2024-12-12 09:30:40.890
2025,aluno_0107957,5014,CP AEMMAC - MARECHAL HERMES,1,2024-12-12 09:30:40.890
2025,aluno_0107957,515610,CM SEMPRE VIDA PALMEIRINHA,3,2024-12-12 09:30:40.890
2025,aluno_0107957,515809,EDI PROFESSOR UBIRAJARA DE PAULA CASTRO,4,2024-12-12 09:30:40.890
2025,aluno_0107957,833805,EDI DEODORO,1,2024-12-12 09:30:40.980
2025,aluno_0107958,4027,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IV,1,2024-12-11 10:20:26.437
2025,aluno_0107958,4040,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL X,3,2024-12-11 10:20:26.437
2025,aluno_0107958,431602,CM BARBOSA LIMA SOBRINHO,4,2024-12-11 10:20:26.437
2025,aluno_0107958,431606,CM VISCONDE DE SABUGOSA,2,2024-12-11 10:20:26.437
2025,aluno_0107963,9014,CP INSTITUTO DE ENSINO AVANÇADO,1,2024-12-19 08:51:24.430
2025,aluno_0107964,4015,CP ESPAÇO DE EDUCAÇÃO INFANTIL VILA DO JOÃO,1,2024-12-12 09:31:47.500
2025,aluno_0107964,430602,CM VILA PINHEIRO,4,2024-12-12 09:31:47.500
2025,aluno_0107964,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,2,2024-12-12 09:31:47.500
2025,aluno_0107964,430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,5,2024-12-12 09:31:47.500
2025,aluno_0107964,430812,EDI MEDALHISTA OLÍMPICO EDER FRANCIS CARBONERA,3,2024-12-12 09:31:47.500
2025,aluno_0107965,3003,CP CASA SÃO ROQUE,3,2024-12-16 15:57:58.443
2025,aluno_0107965,3006,CP CRECHE CASA VIVA,1,2024-12-16 15:57:58.443
2025,aluno_0107965,3029,CP CRECHE BRINCANDO COM JUNINHO,5,2024-12-16 15:57:58.443
2025,aluno_0107965,3031,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE I,2,2024-12-16 15:57:58.443
2025,aluno_0107965,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,4,2024-12-16 15:57:58.443
2025,aluno_0107968,724802,EDI PORFIRIO DIAS,1,2024-12-18 10:32:20.187
2025,aluno_0107969,4001,CP CENTRO EDUCACIONAL APRENDIZ DA MARÉ,2,2024-12-16 16:20:07.503
2025,aluno_0107969,4018,CP SOCIEDADE DE ENSINO TEREZA CRISTINA,1,2024-12-16 16:20:07.503
2025,aluno_0107970,9012,CP CRECHE COMUNITÁRIA TIA NEIDE - CAMPO GRANDE,1,2024-12-11 10:26:22.270
2025,aluno_0107970,918802,EDI PINTANDO O SETE,2,2024-12-11 10:26:22.270
2025,aluno_0107971,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,2,2024-12-17 08:48:36.700
2025,aluno_0107971,10052,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VII,3,2024-12-17 08:48:36.700
2025,aluno_0107971,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,1,2024-12-17 08:48:36.700
2025,aluno_0107973,918831,EDI ELFLODÍZIO DOS SANTOS,1,2025-09-30 14:06:48.680
2025,aluno_0107980,833801,EDI GESSICA GUEDES PEREIRA,1,2025-02-08 09:26:55.080
2025,aluno_0107981,430604,CM MONTEIRO LOBATO,3,2024-12-18 14:07:14.560
2025,aluno_0107981,430607,CM PROFESSOR PAULO FREIRE,2,2024-12-18 14:07:14.560
2025,aluno_0107981,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",4,2024-12-18 14:07:14.560
2025,aluno_0107981,430802,EDI PROFESSORA KELITA FARIA DE PAULA,1,2024-12-18 14:07:14.560
2025,aluno_0107982,716807,EDI LEILA DINIZ,1,2024-12-18 15:42:39.377
2025,aluno_0107986,918806,EDI COMENDADOR SERAFIM SOFIA,1,2025-06-05 09:11:35.923
2025,aluno_0107987,10019,CP ESCOLA COMUNITÁRIA JARDIM ALEXANDRINO,1,2025-09-17 13:44:56.440
2025,aluno_0107987,1019602,CM SEMPRE VIDA ANTARES,1,2025-09-24 17:27:33.770
2025,aluno_0107987,1026604,CM JOSEPHA FERREIRA DA COSTA,1,2024-12-13 12:58:08.223
2025,aluno_0107987,9029,CP INSTITUTO CRECHE DO PAPAI,1,2024-12-13 12:58:08.170
2025,aluno_0107988,5001,CP ASSOCIAÇÃO AMIGOS DA CRIANÇA - CRECHE ROCHA MIRANDA,3,2024-12-12 09:33:12.267
2025,aluno_0107988,5014,CP AEMMAC - MARECHAL HERMES,2,2024-12-12 09:33:12.267
2025,aluno_0107988,5015,CP AEMMAC - ROCHA MIRANDA,1,2024-12-12 09:33:12.267
2025,aluno_0107991,9021,CP INSTITUTO CRESCER & APRENDER,1,2025-10-30 14:10:39.610
2025,aluno_0107991,918601,CM ALEGRIA DE NOVA CIDADE,1,2025-04-29 22:00:29.580
2025,aluno_0108001,7041,CP CRECHE VALE DO SOL TAQUARA,2,2024-12-11 09:38:16.543
2025,aluno_0108001,716603,CM CRIANÇA DO FUTURO,3,2024-12-11 09:38:16.543
2025,aluno_0108001,716614,CM AUGUSTO DE CARVALHO TORRES FILHO,4,2024-12-11 09:38:16.543
2025,aluno_0108001,716804,EDI RODRIGO LOPES (TIKINHO),5,2024-12-11 09:38:16.543
2025,aluno_0108001,716821,EDI MEDALHISTA PARALÍMPICO FELIPE DE SOUZA GOMES,1,2024-12-11 09:38:16.543
2025,aluno_0108003,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-12 09:33:09.237
2025,aluno_0108003,514602,CM JECIÁ DE FREITAS FERREIRA,2,2024-12-12 09:33:09.237
2025,aluno_0108004,5003,CP CRECHE PINTINHO DOURADO,3,2024-12-12 08:24:33.233
2025,aluno_0108004,515604,CM GERCINDA ROSA FONSECA,1,2024-12-12 08:24:33.233
2025,aluno_0108004,515810,EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES,2,2024-12-12 08:24:33.233
2025,aluno_0108005,3006,CP CRECHE CASA VIVA,2,2024-12-11 08:37:42.290
2025,aluno_0108005,3029,CP CRECHE BRINCANDO COM JUNINHO,5,2024-12-11 08:37:42.290
2025,aluno_0108005,3031,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE I,3,2024-12-11 08:37:42.290
2025,aluno_0108005,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,4,2024-12-11 08:37:42.290
2025,aluno_0108005,313805,EDI MAURÍCIO CARDOSO,1,2024-12-11 08:37:42.290
2025,aluno_0108007,2052,CP CRECHE CASA SANTA MARTA,1,2025-08-12 16:14:37.137
2025,aluno_0108008,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,3,2024-12-11 10:21:59.967
2025,aluno_0108008,514602,CM JECIÁ DE FREITAS FERREIRA,2,2024-12-11 10:21:59.967
2025,aluno_0108008,514801,EDI DEPUTADO PEDRO FERNANDES,1,2024-12-11 10:21:59.967
2025,aluno_0108013,716601,CM OTÁVIO HENRIQUE DE OLIVEIRA,2,2024-12-13 12:12:30.317
2025,aluno_0108013,716609,CM RIO NOVO - RIO DAS FLORES,4,2024-12-13 12:12:30.317
2025,aluno_0108013,716812,EDI ESCRITORA CLARICE LISPECTOR,3,2024-12-13 12:12:30.317
2025,aluno_0108013,716814,EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA,1,2024-12-13 12:12:30.317
2025,aluno_0108013,724804,EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO,5,2024-12-13 12:12:30.317
2025,aluno_0108016,817603,CM DENTE DE LEITE,1,2024-12-13 08:24:48.033
2025,aluno_0108018,1026603,CM SEMPRE VIDA COLÔNIA DOS PESCADORES,1,2025-03-26 11:58:39.627
2025,aluno_0108019,4022,CP CRECHE VALE DO SOL NO GROTÃO,1,2025-03-11 08:25:42.943
2025,aluno_0108020,7037,CP CAAD UNIVERSO DA CRIANÇA,1,2024-12-13 11:41:59.760
2025,aluno_0108021,6009,CP CENTRO EDUCACIONAL NOSSA SENHORA APARECIDA,2,2024-12-13 13:33:39.020
2025,aluno_0108021,6013,CP CRECHE COMUNITÁRIA AQUARELA,3,2024-12-13 13:33:39.020
2025,aluno_0108021,6016,CP CRECHE NOSSO LAR II,1,2024-12-13 13:33:39.020
2025,aluno_0108021,622202,CIEP GENERAL AUGUSTO CESAR SANDINO,4,2024-12-13 13:33:39.020
2025,aluno_0108021,833803,EDI FREI ORLANDO,1,2024-12-13 13:33:39.150
2025,aluno_0108022,5004,CP CRECHE CASULO SÃO RAFAEL ARCANJO,1,2024-12-11 10:27:50.130
2025,aluno_0108023,9013,CP CRECHE COMUNITÁRIA SOL DO SABER,1,2024-12-16 23:22:07.080
2025,aluno_0108023,918613,CM PROFESSORA FLORA SANTINA FERRARI BRAZ,3,2024-12-16 23:22:07.080
2025,aluno_0108023,918836,EDI MEDALHISTA OLÍMPICO RAFAEL CARLOS DA SILVA,2,2024-12-16 23:22:07.080
2025,aluno_0108025,8004,CP CRECHE COMUNITÁRIA NINO,3,2024-12-16 16:28:11.350
2025,aluno_0108025,8023,CP CRECHE COMUNITÁRIA IRMÃ MARIA DE LOURDES,1,2024-12-16 16:28:11.350
2025,aluno_0108025,817602,CM VILA PROGRESSO,2,2024-12-16 16:28:11.350
2025,aluno_0108027,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-12 09:33:44.103
2025,aluno_0108027,514602,CM JECIÁ DE FREITAS FERREIRA,2,2024-12-12 09:33:44.103
2025,aluno_0108027,514603,CM AMÁLIA FERNANDEZ CONDE,3,2024-12-12 09:33:44.103
2025,aluno_0108027,514609,CM PARQUE BOM MENINO,5,2024-12-12 09:33:44.103
2025,aluno_0108027,514801,EDI DEPUTADO PEDRO FERNANDES,4,2024-12-12 09:33:44.103
2025,aluno_0108030,918609,CM ADÉLIA VIEIRA,3,2024-12-11 10:16:30.180
2025,aluno_0108030,918828,EDI ALYRIO CAVALLIERI,1,2024-12-11 10:16:30.180
2025,aluno_0108030,918829,EDI RUBEM AZEVEDO ALVES,2,2024-12-11 10:16:30.180
2025,aluno_0108031,9012,CP CRECHE COMUNITÁRIA TIA NEIDE - CAMPO GRANDE,2,2024-12-12 08:23:21.670
2025,aluno_0108031,918617,CM CRIANDO O FUTURO,3,2024-12-12 08:23:21.670
2025,aluno_0108031,918802,EDI PINTANDO O SETE,1,2024-12-12 08:23:21.670
2025,aluno_0108031,918814,EDI PROFESSOR NESTOR MANOEL PINTO,4,2024-12-12 08:23:21.670
2025,aluno_0108036,625611,CM ZILKA SALABERRY,1,2024-12-11 10:25:42.593
2025,aluno_0108036,625615,CM EDNA LOTTE,3,2024-12-11 10:25:42.593
2025,aluno_0108036,625616,CM PROFESSOR ROGÉRIO PEDRO BATISTA,2,2024-12-11 10:25:42.593
2025,aluno_0108037,4040,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL X,1,2024-12-12 09:33:36.163
2025,aluno_0108038,817614,CM FAZENDA COQUEIROS II,1,2024-12-17 15:35:02.667
2025,aluno_0108038,817803,EDI JOSÉ EPHIM MINDLIN,2,2024-12-17 15:35:02.667
2025,aluno_0108039,918814,EDI PROFESSOR NESTOR MANOEL PINTO,1,2024-12-12 08:23:26.240
2025,aluno_0108040,102604,CM ARCO-ÍRIS,3,2024-12-11 10:27:12.043
2025,aluno_0108040,102605,CM ALDEIA DOS CURUMINS,2,2024-12-11 10:27:12.043
2025,aluno_0108040,102606,CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA,1,2024-12-11 10:27:12.043
2025,aluno_0108043,3012,CP CRECHE MÃE DO DIVINO SALVADOR,2,2024-12-16 16:02:38.103
2025,aluno_0108043,3028,CP ESTRELINHA DO MAR,3,2024-12-16 16:02:38.103
2025,aluno_0108043,3032,CP NÚCLEO RECREATIVO RAIOZINHO DE SOL,1,2024-12-16 16:02:38.103
2025,aluno_0108043,3041,CP CENTRO DE DESENVOLVIMENTO INFANTIL ESPELHO D'AGUA,4,2024-12-16 16:02:38.103
2025,aluno_0108047,3003,CP CASA SÃO ROQUE,3,2024-12-13 13:12:15.187
2025,aluno_0108047,3012,CP CRECHE MÃE DO DIVINO SALVADOR,4,2024-12-13 13:12:15.187
2025,aluno_0108047,3014,CP CRECHE PLANTANDO O AMANHÃ,1,2024-12-13 13:12:15.187
2025,aluno_0108047,3025,CP CENTRO CULTURAL EDUCAR - UNIDADE II,2,2024-12-13 13:12:15.187
2025,aluno_0108047,5003,CP CRECHE PINTINHO DOURADO,1,2024-12-13 13:12:15.150
2025,aluno_0108049,8019,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE II,1,2025-02-03 12:50:26.817
2025,aluno_0108053,7004,CP CASA EMILIEN LACAY,4,2024-12-13 11:19:47.430
2025,aluno_0108053,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,3,2024-12-13 11:19:47.430
2025,aluno_0108053,7036,CP CAAD UNIVERSO ENCANTADO,1,2024-12-13 11:19:47.430
2025,aluno_0108053,7037,CP CAAD UNIVERSO DA CRIANÇA,2,2024-12-13 11:19:47.430
2025,aluno_0108054,3006,CP CRECHE CASA VIVA,1,2024-12-11 10:28:30.510
2025,aluno_0108054,3012,CP CRECHE MÃE DO DIVINO SALVADOR,2,2024-12-11 10:28:30.510
2025,aluno_0108054,3028,CP ESTRELINHA DO MAR,3,2024-12-11 10:28:30.510
2025,aluno_0108055,7008,CP CRECHE SÃO PAULO APÓSTOLO,5,2024-12-13 11:21:16.423
2025,aluno_0108055,7038,CP CAAD UNIVERSO DAS FLORES,4,2024-12-13 11:21:16.423
2025,aluno_0108055,7040,CP CRECHE VALE DO SOL PRAÇA SECA,1,2024-12-13 11:21:16.423
2025,aluno_0108055,716608,CM IRMÃ DULCE,2,2024-12-13 11:21:16.423
2025,aluno_0108055,716815,EDI EVARISTO DA VEIGA,3,2024-12-13 11:21:16.423
2025,aluno_0108057,4040,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL X,1,2024-12-18 10:01:49.697
2025,aluno_0108058,11003,CP AMIG - ASSOCIAÇÃO DOS MORADORES DA ILHA DO GOVERNADOR,1,2024-12-12 09:33:18.930
2025,aluno_0108058,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,3,2024-12-12 09:33:18.930
2025,aluno_0108058,11006,CP CRECHE CASULO DO DENDÊ,5,2024-12-12 09:33:18.930
2025,aluno_0108058,11009,CP CRECHE COMUNITÁRIA IRMÃ MOROCHA (CCIM),4,2024-12-12 09:33:18.930
2025,aluno_0108058,1120603,CM DOUTOR ANTÔNIO MONTEIRO,2,2024-12-12 09:33:18.930
2025,aluno_0108059,3004,CP CENTRO COMUNITÁRIO NOSSA SENHORA APARECIDA - CRECHE,1,2024-12-11 08:36:08.270
2025,aluno_0108060,6009,CP CENTRO EDUCACIONAL NOSSA SENHORA APARECIDA,1,2025-06-04 08:23:21.453
2025,aluno_0108061,431606,CM VISCONDE DE SABUGOSA,1,2024-12-13 10:20:24.697
2025,aluno_0108064,430602,CM VILA PINHEIRO,1,2024-12-18 14:07:09.237
2025,aluno_0108064,430603,CM TIO MÁRIO,2,2024-12-18 14:07:09.237
2025,aluno_0108064,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",4,2024-12-18 14:07:09.237
2025,aluno_0108064,430805,EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO,5,2024-12-18 14:07:09.237
2025,aluno_0108064,430815,EDI PESCADOR ALBANO ROSA,3,2024-12-18 14:07:09.237
2025,aluno_0108072,9004,CP CRECHE E PRÉ-ESCOLA CANTINHO DO SABER,2,2024-12-13 11:44:22.223
2025,aluno_0108072,918611,CM MÁRIO LOMBARDI,1,2024-12-13 11:44:22.223
2025,aluno_0108072,918834,EDI ENGENHEIRA ELAINE MONSORES PIRES,3,2024-12-13 11:44:22.223
2025,aluno_0108076,515606,CM JOSUÉ DE CASTRO,1,2025-09-05 09:43:37.623
2025,aluno_0108076,8019,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE II,1,2025-02-03 10:21:52.393
2025,aluno_0108077,431602,CM BARBOSA LIMA SOBRINHO,1,2024-12-19 09:22:28.027
2025,aluno_0108078,3012,CP CRECHE MÃE DO DIVINO SALVADOR,2,2024-12-11 08:43:17.667
2025,aluno_0108078,3025,CP CENTRO CULTURAL EDUCAR - UNIDADE II,4,2024-12-11 08:43:17.667
2025,aluno_0108078,3028,CP ESTRELINHA DO MAR,1,2024-12-11 08:43:17.667
2025,aluno_0108078,313603,CM SYLVIA ORTHOF,3,2024-12-11 08:43:17.667
2025,aluno_0108078,5003,CP CRECHE PINTINHO DOURADO,1,2024-12-11 08:43:17.740
2025,aluno_0108080,3026,CP CHALÉ SEMENTINHA,1,2025-03-21 06:38:21.230
2025,aluno_0108086,3010,CP CRECHE ESCOLA COMUNITÁRIA MÃE SOCIAL,4,2024-12-12 16:34:58.753
2025,aluno_0108086,3037,CP CRECHE FRUTOS DO AMANHÃ I,1,2024-12-12 16:34:58.753
2025,aluno_0108086,312801,EDI HENRIQUE FORÉIS,2,2024-12-12 16:34:58.753
2025,aluno_0108086,312805,EDI TANIA CRISTINA MOREIRA,3,2024-12-12 16:34:58.753
2025,aluno_0108087,8004,CP CRECHE COMUNITÁRIA NINO,5,2024-12-11 10:28:29.823
2025,aluno_0108087,8023,CP CRECHE COMUNITÁRIA IRMÃ MARIA DE LOURDES,4,2024-12-11 10:28:29.823
2025,aluno_0108087,817602,CM VILA PROGRESSO,3,2024-12-11 10:28:29.823
2025,aluno_0108087,817607,CM MULHERES DO QUAFÁ,1,2024-12-11 10:28:29.823
2025,aluno_0108087,817612,CM VILA KENNEDY,2,2024-12-11 10:28:29.823
2025,aluno_0108088,716821,EDI MEDALHISTA PARALÍMPICO FELIPE DE SOUZA GOMES,1,2024-12-18 15:53:08.053
2025,aluno_0108090,3038,CP CRECHE FRUTOS DO AMANHÃ II,1,2025-06-03 11:44:43.257
2025,aluno_0108091,10039,CP FUNDAÇÃO KLINGNER PARA O DESENVOLVIMENTO SOCIAL,1,2025-03-25 11:29:07.603
2025,aluno_0108093,918607,CM SONHO FELIZ,1,2025-02-12 12:35:49.637
2025,aluno_0108096,103601,CM ESPAÇO LIVRE DA CRIANÇA,1,2025-02-04 12:07:42.593
2025,aluno_0108098,3019,CP INSTITUTO EDUCACIONAL CRESCENDO E APRENDENDO ALGODÃO DOCE,1,2024-12-16 22:12:02.267
2025,aluno_0108098,3035,CP CENTRO EDUCACIONAL SÃO VICENTE DE PAULO,1,2025-06-13 13:31:39.150
2025,aluno_0108098,330601,CM JOSÉ DE VIEIRA DA SILVA,2,2024-12-16 22:12:02.267
2025,aluno_0108099,3001,CP ASSOCIAÇÃO PRESBITERIANA CUIDANDO DO AMANHÃ - APCA,4,2024-12-16 15:58:37.457
2025,aluno_0108099,3006,CP CRECHE CASA VIVA,3,2024-12-16 15:58:37.457
2025,aluno_0108099,3031,CP ESCOLA COMUNITÁRIA JARDIM ARCO-ÍRIS - UNIDADE I,1,2024-12-16 15:58:37.457
2025,aluno_0108099,313805,EDI MAURÍCIO CARDOSO,2,2024-12-16 15:58:37.457
2025,aluno_0108100,313805,EDI MAURÍCIO CARDOSO,2,2024-12-12 16:12:49.700
2025,aluno_0108100,313809,EDI ESCULTORA LYGIA CLARK,1,2024-12-12 16:12:49.700
2025,aluno_0108100,5003,CP CRECHE PINTINHO DOURADO,3,2024-12-12 16:12:49.753
2025,aluno_0108100,515606,CM JOSUÉ DE CASTRO,2,2024-12-12 16:12:49.753
2025,aluno_0108100,515810,EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES,1,2024-12-12 16:12:49.753
2025,aluno_0108102,716601,CM OTÁVIO HENRIQUE DE OLIVEIRA,1,2024-12-13 12:11:57.120
2025,aluno_0108102,716609,CM RIO NOVO - RIO DAS FLORES,2,2024-12-13 12:11:57.120
2025,aluno_0108102,716812,EDI ESCRITORA CLARICE LISPECTOR,3,2024-12-13 12:11:57.120
2025,aluno_0108102,716814,EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA,4,2024-12-13 12:11:57.120
2025,aluno_0108103,3020,CP LAR DA CRIANÇA JESUS BOM PASTOR,1,2024-12-16 22:13:37.663
2025,aluno_0108103,312801,EDI HENRIQUE FORÉIS,5,2024-12-16 22:13:37.663
2025,aluno_0108103,312803,EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS,3,2024-12-16 22:13:37.663
2025,aluno_0108103,312805,EDI TANIA CRISTINA MOREIRA,4,2024-12-16 22:13:37.663
2025,aluno_0108103,312806,EDI PROFESSORA ELIANE MONTE CHIARI DANTAS,2,2024-12-16 22:13:37.663
2025,aluno_0108104,918616,CM PADRE VALTER DA COSTA SANTOS,1,2024-12-11 10:20:57.633
2025,aluno_0108104,918817,EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO,2,2024-12-11 10:20:57.633
2025,aluno_0108106,716812,EDI ESCRITORA CLARICE LISPECTOR,2,2024-12-18 10:29:25.070
2025,aluno_0108106,724804,EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO,1,2024-12-18 10:29:25.070
2025,aluno_0108107,514601,CM TIO SEBASTIÃO XAVIER,1,2024-12-18 14:34:48.220
2025,aluno_0108110,918610,CM ESPERANÇA DO AMANHÃ,5,2024-12-11 10:20:44.470
2025,aluno_0108110,918806,EDI COMENDADOR SERAFIM SOFIA,4,2024-12-11 10:20:44.470
2025,aluno_0108110,918826,EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA (MARLY MARINHO),2,2024-12-11 10:20:44.470
2025,aluno_0108110,918827,EDI ATAULFO ALVES,3,2024-12-11 10:20:44.470
2025,aluno_0108110,918833,EDI PROFESSOR WILSON CHOERI,1,2024-12-11 10:20:44.470
2025,aluno_0108116,101602,CM VIRGÍNIA LEMOS,3,2025-02-04 16:40:02.220
2025,aluno_0108116,101603,CM SENNINHA,2,2025-02-04 16:40:02.220
2025,aluno_0108116,101801,EDI PARQUE DA ALEGRIA,1,2025-02-04 16:40:02.220
2025,aluno_0108118,716603,CM CRIANÇA DO FUTURO,5,2024-12-11 10:27:59.530
2025,aluno_0108118,716614,CM AUGUSTO DE CARVALHO TORRES FILHO,2,2024-12-11 10:27:59.530
2025,aluno_0108118,716807,EDI LEILA DINIZ,3,2024-12-11 10:27:59.530
2025,aluno_0108118,716813,EDI PROFESSORA KENIA MENDES DOS SANTOS,1,2024-12-11 10:27:59.530
2025,aluno_0108118,716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,4,2024-12-11 10:27:59.530
2025,aluno_0108119,2014,CP CRUZADA PELA INFÂNCIA DO LEME,2,2024-12-16 15:53:13.770
2025,aluno_0108119,2055,CP CRECHE CASA DO POBRE DE NOSSA SENHORA DE COPACABANA,1,2024-12-16 15:53:13.770
